cod_mpio,municipio,departamento,riesgo_nivel,score_anomalia,idx_minero,idx_deforestacion,idx_fuego,idx_hidrico,idx_sensibilidad,es_anomalia
66045,APÍA,RISARALDA,Medio,0.1186,0.6467,0.0,0.0,0.0,0.3716,0
25486,NEMOCÓN,CUNDINAMARCA,Medio,0.1184,0.6136,0.0,0.0,0.0,0.1692,0
15172,CHINAVITA,BOYACÁ,Medio,0.1183,0.3712,0.0,0.0,0.0,0.6476,0
50245,EL CALVARIO,META,Bajo,0.1182,0.0,0.0,0.0,0.0,0.5432,0
15550,PISBA,BOYACÁ,Bajo,0.1182,0.0,0.0,0.0,0.0,0.541,0
5120,CÁCERES,ANTIOQUIA,Medio,0.1177,0.6775,0.0,0.0,0.0,0.25,0
73520,PALOCABILDO,TOLIMA,Bajo,0.1177,0.0051,0.0,0.0,0.0,0.2021,0
25040,ANOLAIMA,CUNDINAMARCA,Bajo,0.1175,0.0,0.0,0.0,0.0,0.1078,0
17050,ARANZAZU,CALDAS,Medio,0.1175,0.3739,0.0,0.0,0.0,0.6464,0
15087,BELÉN,BOYACÁ,Bajo,0.1168,0.3468,0.0,0.0,0.0,0.6566,0
15690,SANTA MARÍA,BOYACÁ,Medio,0.1159,0.4276,0.0,0.0,0.0,0.6313,0
17867,VICTORIA,CALDAS,Medio,0.1158,0.6287,0.0,0.0,0.0,0.4584,0
15272,FIRAVITOBA,BOYACÁ,Medio,0.1157,0.629,0.0,0.0,0.0,0.0611,0
5034,ANDES,ANTIOQUIA,Medio,0.1155,0.6208,0.0,0.0,0.0,0.0836,0
15455,MIRAFLORES,BOYACÁ,Medio,0.1151,0.5803,0.0,0.0,0.0,0.4893,0
27810,UNIÓN PANAMERICANA,CHOCÓ,Medio,0.115,0.74,0.0,0.0,0.0,0.0,0
15507,OTANCHE,BOYACÁ,Medio,0.1147,0.4072,0.0,0.0,0.0,0.6379,0
52323,GUALMATÁN,NARIÑO,Bajo,0.1147,0.0,0.0,0.0,0.0,0.5141,0
27099,BOJAYÁ,CHOCÓ,Bajo,0.1146,0.0369,0.0,0.0,0.0,0.25,0
63302,GÉNOVA,QUINDÍO,Bajo,0.1143,0.3434,0.0,0.0,0.0,0.6483,0
5368,JERICÓ,ANTIOQUIA,Bajo,0.1143,0.0,0.0,0.0,0.0,0.5332,0
5790,TARAZÁ,ANTIOQUIA,Medio,0.1139,0.6695,0.0,0.0,0.0,0.25,0
52621,ROBERTO PAYÁN,NARIÑO,Medio,0.1138,0.4291,0.0,0.0,0.0,0.6259,0
52694,SAN PEDRO DE CARTAGO,NARIÑO,Bajo,0.1137,0.0,0.0,0.0,0.0,0.5145,0
85230,OROCUÉ,CASANARE,Medio,0.1136,0.4518,0.0,0.0,0.0,0.6471,0
76020,ALCALÁ,VALLE DEL CAUCA,Bajo,0.1136,0.0,0.0,0.0,0.0,0.0962,0
41503,OPORAPA,HUILA,Bajo,0.1136,0.0,0.0,0.0,0.0,0.0976,0
5079,BARBOSA,ANTIOQUIA,Medio,0.1118,0.7338,0.0,0.0,0.0,0.0,0
76869,VIJES,VALLE DEL CAUCA,Medio,0.1118,0.5705,0.0,0.0,0.0,0.1156,0
5353,HISPANIA,ANTIOQUIA,Bajo,0.1117,0.0,0.0,0.0,0.0,0.5126,0
25878,VIOTÁ,CUNDINAMARCA,Bajo,0.1115,0.0,0.0,0.0,0.0,0.1485,0
66170,DOSQUEBRADAS,RISARALDA,Bajo,0.111,0.0,0.0,0.0,0.0,0.5075,0
76126,CALIMA,VALLE DEL CAUCA,Bajo,0.1108,0.3711,0.0,0.0,0.0,0.6288,0
5607,RETIRO,ANTIOQUIA,Medio,0.1106,0.3846,0.0,0.0,0.0,0.6233,0
5125,CAICEDO,ANTIOQUIA,Bajo,0.1095,0.3014,0.0,0.0,0.0,0.5972,0
63548,PIJAO,QUINDÍO,Medio,0.1088,0.5184,0.0,0.0,0.0,0.6325,0
15580,QUÍPAMA,BOYACÁ,Medio,0.1088,0.7285,0.0,0.0,0.0,0.0,0
15600,RÁQUIRA,BOYACÁ,Medio,0.1086,0.5802,0.0,0.0,0.0,0.1649,0
15696,SANTA SOFÍA,BOYACÁ,Bajo,0.1085,0.0,0.0,0.0,0.0,0.4898,0
76111,GUADALAJARA DE BUGA,VALLE DEL CAUCA,Medio,0.1078,0.5468,0.0,0.0,0.0,0.5816,0
66440,MARSELLA,RISARALDA,Bajo,0.1075,0.2405,0.0,0.0,0.0,0.4488,0
70221,COVEÑAS,SUCRE,Bajo,0.1073,0.0,0.0,0.0,0.0,0.4799,0
25299,GAMA,CUNDINAMARCA,Bajo,0.1071,0.0,0.0,0.0,0.0,0.4784,0
5212,COPACABANA,ANTIOQUIA,Medio,0.1068,0.551,0.0,0.0,0.0,0.5649,0
23815,TUCHÍN,CÓRDOBA,Bajo,0.1068,0.0,0.0,0.0,0.0,0.171,0
25181,CHOACHÍ,CUNDINAMARCA,Medio,0.1066,0.4035,0.0,0.0,0.0,0.6052,0
52207,CONSACÁ,NARIÑO,Bajo,0.106,0.3027,0.0,0.0,0.0,0.5764,0
25817,TOCANCIPÁ,CUNDINAMARCA,Medio,0.1056,0.6075,0.0,0.0,0.0,0.2013,0
23555,PLANETA RICA,CÓRDOBA,Medio,0.1055,0.5048,0.0,0.0,0.0,0.6118,0
63470,MONTENEGRO,QUINDÍO,Bajo,0.1054,0.2044,0.0,0.0,0.0,0.1934,0
25805,TIBACUY,CUNDINAMARCA,Bajo,0.1049,0.3238,0.0,0.0,0.0,0.4838,0
54347,HERRÁN,NORTE DE SANTANDER,Medio,0.1049,0.5256,0.0,0.0,0.0,0.5928,0
15494,NUEVO COLÓN,BOYACÁ,Bajo,0.1048,0.1901,0.0,0.0,0.0,0.4176,0
5197,COCORNÁ,ANTIOQUIA,Bajo,0.1046,0.317,0.0,0.0,0.0,0.5485,0
50680,SAN CARLOS DE GUAROA,META,Medio,0.1043,0.6144,0.0,0.0,0.0,0.3852,0
5642,SALGAR,ANTIOQUIA,Bajo,0.1043,0.3184,0.0,0.0,0.0,0.5813,0
25841,UBAQUE,CUNDINAMARCA,Bajo,0.1042,0.2541,0.0,0.0,0.0,0.1889,0
5890,YOLOMBÓ,ANTIOQUIA,Medio,0.1039,0.7198,0.0,0.0,0.0,0.0,0
54313,GRAMALOTE,NORTE DE SANTANDER,Bajo,0.1037,0.0,0.0,0.0,0.0,0.4709,0
19698,SANTANDER DE QUILICHAO,CAUCA,Medio,0.1034,0.541,0.0,0.0,0.0,0.5841,0
25718,SASAIMA,CUNDINAMARCA,Bajo,0.1033,0.1481,0.0,0.0,0.0,0.2282,0
85162,MONTERREY,CASANARE,Medio,0.1033,0.5577,0.0,0.0,0.0,0.1439,0
25099,BOJACÁ,CUNDINAMARCA,Medio,0.1027,0.4212,0.0,0.0,0.0,0.5929,0
5038,ANGOSTURA,ANTIOQUIA,Bajo,0.1024,0.1529,0.0,0.0,0.0,0.2216,0
15293,GACHANTIVÁ,BOYACÁ,Medio,0.1018,0.5704,0.0,0.0,0.0,0.4732,0
70670,SAMPUÉS,SUCRE,Bajo,0.1017,0.1856,0.0,0.0,0.0,0.0763,0
25658,SAN FRANCISCO,CUNDINAMARCA,Bajo,0.1013,0.302,0.0,0.0,0.0,0.4936,0
15232,CHÍQUIZA,BOYACÁ,Medio,0.1008,0.5385,0.0,0.0,0.0,0.5651,0
76845,ULLOA,VALLE DEL CAUCA,Bajo,0.1005,0.0,0.0,0.0,0.0,0.1851,0
41548,PITAL,HUILA,Bajo,0.0999,0.0,0.0,0.0,0.0,0.0681,0
73043,ANZOÁTEGUI,TOLIMA,Bajo,0.0999,0.227,0.0,0.0,0.0,0.4392,0
8549,PIOJÓ,ATLÁNTICO,Bajo,0.0998,0.0,0.0,0.0,0.0,0.43,0
8849,USIACURÍ,ATLÁNTICO,Bajo,0.0998,0.0,0.0,0.0,0.0,0.4303,0
25322,GUASCA,CUNDINAMARCA,Medio,0.0996,0.4095,0.0,0.0,0.0,0.5515,0
5425,MACEO,ANTIOQUIA,Medio,0.0995,0.5265,0.0,0.0,0.0,0.5762,0
76250,EL DOVIO,VALLE DEL CAUCA,Bajo,0.0994,0.16,0.0,0.0,0.0,0.301,0
20710,SAN ALBERTO,CESAR,Medio,0.0994,0.5315,0.0,0.0,0.0,0.5083,0
76622,ROLDANILLO,VALLE DEL CAUCA,Medio,0.0992,0.483,0.0,0.0,0.0,0.6086,0
25019,ALBÁN,CUNDINAMARCA,Bajo,0.0991,0.0,0.0,0.0,0.0,0.4411,0
68207,CONCEPCIÓN,SANTANDER,Bajo,0.098,0.1918,0.0,0.0,0.0,0.3608,0
73449,MELGAR,TOLIMA,Medio,0.0978,0.716,0.0,0.0,0.0,0.0,0
68276,FLORIDABLANCA,SANTANDER,Medio,0.0976,0.4338,0.0,0.0,0.0,0.5763,0
76834,TULUÁ,VALLE DEL CAUCA,Medio,0.0975,0.5455,0.0,0.0,0.0,0.4937,0
54520,PAMPLONITA,NORTE DE SANTANDER,Medio,0.0973,0.7174,0.0,0.0,0.0,0.0,0
85279,RECETOR,CASANARE,Medio,0.0972,0.4539,0.0,0.0,0.0,0.5199,0
25799,TENJO,CUNDINAMARCA,Bajo,0.0968,0.0,0.0,0.0,0.0,0.4346,0
73349,HONDA,TOLIMA,Medio,0.0965,0.4415,0.0,0.0,0.0,0.5754,0
41885,YAGUARÁ,HUILA,Medio,0.0961,0.5522,0.0,0.0,0.0,0.1735,0
85400,TÁMARA,CASANARE,Bajo,0.096,0.0,0.0,0.0,0.0,0.3854,0
5647,SAN ANDRÉS DE CUERQUÍA,ANTIOQUIA,Bajo,0.0957,0.0,0.0,0.0,0.0,0.3922,0
15676,SAN MIGUEL DE SEMA,BOYACÁ,Bajo,0.0955,0.0,0.0,0.0,0.0,0.3836,0
5670,SAN ROQUE,ANTIOQUIA,Medio,0.0952,0.5205,0.0,0.0,0.0,0.546,0
23300,COTORRA,CÓRDOBA,Bajo,0.0947,0.0,0.0,0.0,0.0,0.3702,0
66383,LA CELIA,RISARALDA,Bajo,0.0946,0.0,0.0,0.0,0.0,0.4063,0
5001,MEDELLÍN,ANTIOQUIA,Medio,0.0944,0.6224,0.0,0.0,0.0,0.3178,0
25148,CAPARRAPÍ,CUNDINAMARCA,Bajo,0.094,0.5236,0.0,0.0,0.0,0.1361,0
13042,ARENAL,BOLÍVAR,Medio,0.0937,0.6495,0.0,0.0,0.0,0.25,0
25402,LA VEGA,CUNDINAMARCA,Bajo,0.0936,0.1171,0.0,0.0,0.0,0.0215,0
5380,LA ESTRELLA,ANTIOQUIA,Bajo,0.0932,0.2719,0.0,0.0,0.0,0.199,0
5667,SAN RAFAEL,ANTIOQUIA,Medio,0.0932,0.4466,0.0,0.0,0.0,0.5656,0
68160,CEPITÁ,SANTANDER,Medio,0.093,0.5103,0.0,0.0,0.0,0.529,0
23570,PUEBLO NUEVO,CÓRDOBA,Bajo,0.0928,0.0,0.0,0.0,0.0,0.3513,0
73411,LÍBANO,TOLIMA,Medio,0.0926,0.6244,0.0,0.0,0.0,0.2836,0
25394,LA PALMA,CUNDINAMARCA,Bajo,0.0926,0.0,0.0,0.0,0.0,0.4138,0
52838,TÚQUERRES,NARIÑO,Bajo,0.0925,0.3643,0.0,0.0,0.0,0.5707,0
76520,PALMIRA,VALLE DEL CAUCA,Medio,0.0924,0.6019,0.0,0.0,0.0,0.338,0
25436,MANTA,CUNDINAMARCA,Bajo,0.0921,0.4726,0.0,0.0,0.0,0.1419,0
5664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,Bajo,0.0918,0.2838,0.0,0.0,0.0,0.0853,0
15425,MACANAL,BOYACÁ,Medio,0.0918,0.4922,0.0,0.0,0.0,0.5197,0
68229,CURITÍ,SANTANDER,Bajo,0.0917,0.5372,0.0,0.0,0.0,0.1426,0
76828,TRUJILLO,VALLE DEL CAUCA,Bajo,0.0914,0.3882,0.0,0.0,0.0,0.5423,0
5129,CALDAS,ANTIOQUIA,Bajo,0.0914,0.4086,0.0,0.0,0.0,0.4725,0
25372,JUNÍN,CUNDINAMARCA,Medio,0.0905,0.4874,0.0,0.0,0.0,0.5878,0
15681,SAN PABLO DE BORBUR,BOYACÁ,Medio,0.0903,0.7087,0.0,0.0,0.0,0.0,0
17433,MANZANARES,CALDAS,Bajo,0.0901,0.375,0.0,0.0,0.0,0.472,0
27150,CARMEN DEL DARIÉN,CHOCÓ,Bajo,0.0899,0.0027,0.0,0.0,0.0,0.25,0
66088,BELÉN DE UMBRÍA,RISARALDA,Bajo,0.0896,0.2758,0.0,0.0,0.0,0.401,0
76130,CANDELARIA,VALLE DEL CAUCA,Bajo,0.0895,0.425,0.0,0.0,0.0,0.1635,0
15755,SOCOTÁ,BOYACÁ,Medio,0.0894,0.7079,0.0,0.0,0.0,0.0,0
5148,EL CARMEN DE VIBORAL,ANTIOQUIA,Bajo,0.0892,0.2719,0.0,0.0,0.0,0.0635,0
27745,SIPÍ,CHOCÓ,Medio,0.0889,0.6362,0.0,0.0,0.0,0.25,0
15542,PESCA,BOYACÁ,Medio,0.0888,0.7072,0.0,0.0,0.0,0.0,0
68867,VETAS,SANTANDER,Medio,0.0886,0.7066,0.0,0.0,0.0,0.0,0
17777,SUPÍA,CALDAS,Medio,0.0886,0.7063,0.0,0.0,0.0,0.0,0
54172,CHINÁCOTA,NORTE DE SANTANDER,Medio,0.0886,0.5429,0.0,0.0,0.0,0.1748,0
17495,NORCASIA,CALDAS,Medio,0.0885,0.4313,0.0,0.0,0.0,0.4701,0
15296,GÁMEZA,BOYACÁ,Medio,0.0879,0.7043,0.0,0.0,0.0,0.0,0
25426,MACHETÁ,CUNDINAMARCA,Medio,0.0879,0.4859,0.0,0.0,0.0,0.5242,0
5002,ABEJORRAL,ANTIOQUIA,Medio,0.0875,0.4567,0.0,0.0,0.0,0.4673,0
17877,VITERBO,CALDAS,Medio,0.0875,0.5946,0.0,0.0,0.0,0.2943,0
66400,LA VIRGINIA,RISARALDA,Bajo,0.0874,0.4211,0.0,0.0,0.0,0.4664,0
25120,CABRERA,CUNDINAMARCA,Bajo,0.0869,0.0,0.0,0.0,0.0,0.3447,0
5318,GUARNE,ANTIOQUIA,Bajo,0.0858,0.4133,0.0,0.0,0.0,0.1649,0
25785,TABIO,CUNDINAMARCA,Bajo,0.0854,0.2291,0.0,0.0,0.0,0.3583,0
70708,SAN MARCOS,SUCRE,Bajo,0.0854,0.0,0.0,0.0,0.0,0.2148,0
68895,ZAPATOCA,SANTANDER,Bajo,0.0854,0.3047,0.0,0.0,0.0,0.4358,0
25260,EL ROSAL,CUNDINAMARCA,Medio,0.0854,0.546,0.0,0.0,0.0,0.1921,0
73352,ICONONZO,TOLIMA,Bajo,0.0852,0.4567,0.0,0.0,0.0,0.0611,0
68572,PUENTE NACIONAL,SANTANDER,Bajo,0.0847,0.0,0.0,0.0,0.0,0.2126,0
25269,FACATATIVÁ,CUNDINAMARCA,Bajo,0.0845,0.0,0.0,0.0,0.0,0.3415,0
73347,HERVEO,TOLIMA,Bajo,0.0839,0.0,0.0,0.0,0.0,0.339,0
68162,CERRITO,SANTANDER,Bajo,0.0839,0.0,0.0,0.0,0.0,0.3391,0
25279,FÓMEQUE,CUNDINAMARCA,Bajo,0.0836,0.0,0.0,0.0,0.0,0.3257,0
25797,TENA,CUNDINAMARCA,Bajo,0.0834,0.0,0.0,0.0,0.0,0.34,0
85263,PORE,CASANARE,Medio,0.0832,0.5436,0.0,0.0,0.0,0.3972,0
23090,CANALETE,CÓRDOBA,Bajo,0.083,0.0,0.0,0.0,0.0,0.3294,0
5585,PUERTO NARE,ANTIOQUIA,Medio,0.0826,0.7,0.0,0.0,0.0,0.0,0
76036,ANDALUCÍA,VALLE DEL CAUCA,Bajo,0.0824,0.2342,0.0,0.0,0.0,0.3401,0
23500,MOÑITOS,CÓRDOBA,Bajo,0.0824,0.0,0.0,0.0,0.0,0.2898,0
68079,BARICHARA,SANTANDER,Bajo,0.0821,0.4831,0.0,0.0,0.0,0.0782,0
76863,VERSALLES,VALLE DEL CAUCA,Bajo,0.082,0.0,0.0,0.0,0.0,0.2916,0
25086,BELTRÁN,CUNDINAMARCA,Bajo,0.0819,0.3503,0.0,0.0,0.0,0.4509,0
15236,CHIVOR,BOYACÁ,Medio,0.0813,0.5878,0.0,0.0,0.0,0.3102,0
5282,FREDONIA,ANTIOQUIA,Medio,0.0812,0.5075,0.0,0.0,0.0,0.4555,0
73026,ALVARADO,TOLIMA,Medio,0.0809,0.5515,0.0,0.0,0.0,0.3489,0
73563,PRADO,TOLIMA,Bajo,0.0809,0.0,0.0,0.0,0.0,0.2936,0
15187,CHIVATÁ,BOYACÁ,Medio,0.0807,0.699,0.0,0.0,0.0,0.0,0
27361,ISTMINA,CHOCÓ,Medio,0.0806,0.6183,0.0,0.0,0.0,0.25,0
41483,NÁTAGA,HUILA,Bajo,0.0806,0.2076,0.0,0.0,0.0,0.2537,0
25867,VIANÍ,CUNDINAMARCA,Bajo,0.0803,0.06,0.0,0.0,0.0,0.0,0
5873,VIGÍA DEL FUERTE,ANTIOQUIA,Bajo,0.08,0.1924,0.0,0.0,0.0,0.25,0
52210,CONTADERO,NARIÑO,Bajo,0.0797,0.0404,0.0,0.0,0.0,0.0,0
25535,PASCA,CUNDINAMARCA,Bajo,0.0797,0.0404,0.0,0.0,0.0,0.0,0
5658,SAN JOSÉ DE LA MONTAÑA,ANTIOQUIA,Bajo,0.0797,0.0,0.0,0.0,0.0,0.2208,0
25518,PAIME,CUNDINAMARCA,Bajo,0.0797,0.04,0.0,0.0,0.0,0.0,0
27205,CONDOTO,CHOCÓ,Medio,0.0795,0.6085,0.0,0.0,0.0,0.25,0
52203,COLÓN,NARIÑO,Bajo,0.0795,0.063,0.0,0.0,0.0,0.0,0
8433,MALAMBO,ATLÁNTICO,Bajo,0.0793,0.0456,0.0,0.0,0.0,0.0,0
52685,SAN BERNARDO,NARIÑO,Bajo,0.0789,0.0446,0.0,0.0,0.0,0.0,0
68770,SUAITA,SANTANDER,Bajo,0.0787,0.0,0.0,0.0,0.0,0.0443,0
17653,SALAMINA,CALDAS,Bajo,0.0787,0.3441,0.0,0.0,0.0,0.4244,0
52381,LA FLORIDA,NARIÑO,Bajo,0.0787,0.0,0.0,0.0,0.0,0.0443,0
73443,SAN SEBASTIÁN DE MARIQUITA,TOLIMA,Bajo,0.078,0.4335,0.0,0.0,0.0,0.4057,0
23672,SAN ANTERO,CÓRDOBA,Bajo,0.078,0.0459,0.0,0.0,0.0,0.0,0
25862,VERGARA,CUNDINAMARCA,Bajo,0.0778,0.0,0.0,0.0,0.0,0.2254,0
85225,NUNCHÍA,CASANARE,Medio,0.0778,0.5849,0.0,0.0,0.0,0.2864,0
17541,PENSILVANIA,CALDAS,Bajo,0.0774,0.3792,0.0,0.0,0.0,0.3891,0
23417,LORICA,CÓRDOBA,Bajo,0.0773,0.4424,0.0,0.0,0.0,0.4201,0
27491,NÓVITA,CHOCÓ,Medio,0.0772,0.5993,0.0,0.0,0.0,0.25,0
73870,VILLAHERMOSA,TOLIMA,Bajo,0.077,0.4334,0.0,0.0,0.0,0.3701,0
5789,TÁMESIS,ANTIOQUIA,Bajo,0.0766,0.4496,0.0,0.0,0.0,0.3946,0
5690,SANTO DOMINGO,ANTIOQUIA,Medio,0.0763,0.5922,0.0,0.0,0.0,0.2461,0
5376,LA CEJA,ANTIOQUIA,Bajo,0.0763,0.4181,0.0,0.0,0.0,0.3946,0
5674,SAN VICENTE FERRER,ANTIOQUIA,Bajo,0.0754,0.3694,0.0,0.0,0.0,0.2015,0
23678,SAN CARLOS,CÓRDOBA,Bajo,0.0746,0.4242,0.0,0.0,0.0,0.4159,0
50110,BARRANCA DE UPÍA,META,Bajo,0.0745,0.4186,0.0,0.0,0.0,0.412,0
41676,SANTA MARÍA,HUILA,Medio,0.0744,0.4957,0.0,0.0,0.0,0.4271,0
15621,RONDÓN,BOYACÁ,Medio,0.0744,0.5224,0.0,0.0,0.0,0.1964,0
5360,ITAGÜÍ,ANTIOQUIA,Bajo,0.0735,0.2467,0.0,0.0,0.0,0.258,0
25295,GACHANCIPÁ,CUNDINAMARCA,Bajo,0.0732,0.2842,0.0,0.0,0.0,0.2231,0
50270,EL DORADO,META,Bajo,0.073,0.4228,0.0,0.0,0.0,0.1999,0
5541,PEÑOL,ANTIOQUIA,Bajo,0.0723,0.0369,0.0,0.0,0.0,0.0,0
86749,SIBUNDOY,PUTUMAYO,Bajo,0.0722,0.0751,0.0,0.0,0.0,0.0,0
41799,TELLO,HUILA,Bajo,0.0715,0.464,0.0,0.0,0.0,0.3638,0
15218,COVARACHÍA,BOYACÁ,Bajo,0.0714,0.0206,0.0,0.0,0.0,0.0,0
73861,VENADILLO,TOLIMA,Medio,0.0713,0.4895,0.0,0.0,0.0,0.3717,0
27787,TADÓ,CHOCÓ,Medio,0.071,0.6899,0.0,0.0,0.0,0.0,0
76243,EL ÁGUILA,VALLE DEL CAUCA,Bajo,0.0709,0.3077,0.0,0.0,0.0,0.3355,0
15723,SATIVASUR,BOYACÁ,Medio,0.0708,0.6896,0.0,0.0,0.0,0.0,0
25214,COTA,CUNDINAMARCA,Bajo,0.0704,0.0,0.0,0.0,0.0,0.2611,0
25438,MEDINA,CUNDINAMARCA,Medio,0.07,0.5373,0.0,0.0,0.0,0.3498,0
70215,COROZAL,SUCRE,Bajo,0.0697,0.0165,0.0,0.0,0.0,0.0,0
5856,VALPARAÍSO,ANTIOQUIA,Bajo,0.0696,0.4472,0.0,0.0,0.0,0.3446,0
73555,PLANADAS,TOLIMA,Bajo,0.0696,0.0,0.0,0.0,0.0,0.2561,0
81001,ARAUCA,ARAUCA,Bajo,0.0695,0.3333,0.0,0.0,0.0,0.3736,0
5021,ALEJANDRÍA,ANTIOQUIA,Bajo,0.0694,0.0,0.0,0.0,0.0,0.2594,0
68318,GUACA,SANTANDER,Bajo,0.0694,0.0335,0.0,0.0,0.0,0.0,0
27580,RÍO IRÓ,CHOCÓ,Medio,0.0691,0.6894,0.0,0.0,0.0,0.0,0
5885,YALÍ,ANTIOQUIA,Medio,0.0687,0.6858,0.0,0.0,0.0,0.0,0
85410,TAURAMENA,CASANARE,Medio,0.0684,0.5397,0.0,0.0,0.0,0.3432,0
68872,VILLANUEVA,SANTANDER,Bajo,0.0682,0.4652,0.0,0.0,0.0,0.206,0
5467,MONTEBELLO,ANTIOQUIA,Bajo,0.0672,0.3743,0.0,0.0,0.0,0.3228,0
68324,GUAVATÁ,SANTANDER,Bajo,0.067,0.013,0.0,0.0,0.0,0.0,0
41770,SUAZA,HUILA,Bajo,0.0668,0.0146,0.0,0.0,0.0,0.0,0
19318,GUAPI,CAUCA,Medio,0.0668,0.5781,0.0,0.0,0.0,0.25,0
88001,SAN ANDRÉS,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",Bajo,0.0665,0.0,0.0,0.0,0.0,0.246,0
68179,CHIPATÁ,SANTANDER,Bajo,0.0663,0.0,0.0,0.0,0.0,0.2505,0
54250,EL TARRA,NORTE DE SANTANDER,Bajo,0.0659,0.0,0.0,0.0,0.0,0.25,0
81300,FORTUL,ARAUCA,Bajo,0.0659,0.0,0.0,0.0,0.0,0.25,0
5475,MURINDÓ,ANTIOQUIA,Bajo,0.0659,0.0,0.0,0.0,0.0,0.25,0
52490,OLAYA HERRERA,NARIÑO,Bajo,0.0659,0.0,0.0,0.0,0.0,0.25,0
19364,JAMBALÓ,CAUCA,Bajo,0.0659,0.0,0.0,0.0,0.0,0.25,0
70418,LOS PALMITOS,SUCRE,Bajo,0.0659,0.0,0.0,0.0,0.0,0.25,0
19548,PIENDAMÓ - TUNÍA,CAUCA,Bajo,0.0659,0.0,0.0,0.0,0.0,0.25,0
52390,LA TOLA,NARIÑO,Bajo,0.0659,0.0,0.0,0.0,0.0,0.25,0
52405,LEIVA,NARIÑO,Bajo,0.0659,0.0,0.0,0.0,0.0,0.25,0
54670,SAN CALIXTO,NORTE DE SANTANDER,Bajo,0.0659,0.0,0.0,0.0,0.0,0.25,0
52520,FRANCISCO PIZARRO,NARIÑO,Bajo,0.0659,0.0,0.0,0.0,0.0,0.25,0
54344,HACARÍ,NORTE DE SANTANDER,Bajo,0.0659,0.0,0.0,0.0,0.0,0.25,0
15224,CUCAITA,BOYACÁ,Medio,0.0658,0.5417,0.0,0.0,0.0,0.3242,0
25772,SUESCA,CUNDINAMARCA,Bajo,0.0658,0.3772,0.0,0.0,0.0,0.2199,0
5142,CARACOLÍ,ANTIOQUIA,Medio,0.0655,0.5358,0.0,0.0,0.0,0.3271,0
76054,ARGELIA,VALLE DEL CAUCA,Bajo,0.0655,0.0,0.0,0.0,0.0,0.2471,0
15804,TIBANÁ,BOYACÁ,Bajo,0.0647,0.4157,0.0,0.0,0.0,0.3228,0
17616,RISARALDA,CALDAS,Bajo,0.0646,0.0855,0.0,0.0,0.0,0.0,0
5893,YONDÓ,ANTIOQUIA,Bajo,0.0635,0.2776,0.0,0.0,0.0,0.25,0
27425,MEDIO ATRATO,CHOCÓ,Medio,0.0632,0.5691,0.0,0.0,0.0,0.25,0
23660,SAHAGÚN,CÓRDOBA,Bajo,0.0625,0.0116,0.0,0.0,0.0,0.0,0
15480,MUZO,BOYACÁ,Medio,0.0617,0.6788,0.0,0.0,0.0,0.0,0
15442,MARIPÍ,BOYACÁ,Medio,0.0617,0.6793,0.0,0.0,0.0,0.0,0
52885,YACUANQUER,NARIÑO,Bajo,0.0613,0.4326,0.0,0.0,0.0,0.2303,0
25899,ZIPAQUIRÁ,CUNDINAMARCA,Medio,0.0612,0.5238,0.0,0.0,0.0,0.2289,0
15832,TUNUNGUÁ,BOYACÁ,Bajo,0.0611,0.0114,0.0,0.0,0.0,0.0,0
52079,BARBACOAS,NARIÑO,Medio,0.0611,0.5573,0.0,0.0,0.0,0.25,0
23670,SAN ANDRÉS DE SOTAVENTO,CÓRDOBA,Bajo,0.0611,0.0114,0.0,0.0,0.0,0.0,0
13760,SOPLAVIENTO,BOLÍVAR,Bajo,0.0609,0.0113,0.0,0.0,0.0,0.0,0
66075,BALBOA,RISARALDA,Medio,0.06,0.5122,0.0,0.0,0.0,0.3152,0
5501,OLAYA,ANTIOQUIA,Bajo,0.06,0.0977,0.0,0.0,0.0,0.0,0
25769,SUBACHOQUE,CUNDINAMARCA,Bajo,0.0598,0.4296,0.0,0.0,0.0,0.3088,0
73686,SANTA ISABEL,TOLIMA,Bajo,0.059,0.4533,0.0,0.0,0.0,0.2918,0
54099,BOCHALEMA,NORTE DE SANTANDER,Medio,0.0589,0.6772,0.0,0.0,0.0,0.0,0
25001,AGUA DE DIOS,CUNDINAMARCA,Bajo,0.0588,0.3772,0.0,0.0,0.0,0.2735,0
25743,SILVANIA,CUNDINAMARCA,Bajo,0.0587,0.4233,0.0,0.0,0.0,0.298,0
20517,PAILITAS,CESAR,Medio,0.0581,0.676,0.0,0.0,0.0,0.0,0
41078,BARAYA,HUILA,Bajo,0.0581,0.312,0.0,0.0,0.0,0.2489,0
27600,RÍO QUITO,CHOCÓ,Medio,0.0581,0.6751,0.0,0.0,0.0,0.0,0
15764,SORACÁ,BOYACÁ,Bajo,0.0581,0.3507,0.0,0.0,0.0,0.2361,0
76100,BOLÍVAR,VALLE DEL CAUCA,Bajo,0.0578,0.4468,0.0,0.0,0.0,0.2888,0
76041,ANSERMANUEVO,VALLE DEL CAUCA,Medio,0.0576,0.6743,0.0,0.0,0.0,0.0,0
68271,FLORIÁN,SANTANDER,Bajo,0.0572,0.1084,0.0,0.0,0.0,0.0,0
27615,RIOSUCIO,CHOCÓ,Bajo,0.0571,0.3044,0.0,0.0,0.0,0.25,0
